admin3_pcode,battles,explosions_remote_violence,protests_and_riots,strategic_developments,violence_against_civilians,fatalities,conflict_score,index_battles,index_explosions_remote_violence,index_violence_against_civilians,index_fatalities,index_strategic_developments,index_protests_and_riots,env_battles,env_explosions_remote_violence,env_violence_against_civilians,env_fatalities,score_env,admin1,admin3,old_conflict_score,cluster
MMR005002,21,37,2,13,8,177,0.09811736195857183,0.10994764397905758,0.3557692307692308,0.1142857142857143,0.19365426695842453,0.0773809523809524,0.05714285714285714,0.1099476439790576,0.3557692307692308,0.11428571428571428,0.1936542669584245,0.1934142139981068,Sagaing,Myinmu,0.06252946923152464,A2
MMR005003,24,42,0,55,21,307,0.14648830943105762,0.1256544502617801,0.40384615384615385,0.3,0.33588621444201316,0.3273809523809524,0,0.1256544502617801,0.40384615384615385,0.3,0.3358862144420131,0.2913467046374868,Sagaing,Myaung,0.2258076683618385,A2
MMR005004,21,58,13,50,37,252,0.29224734536792585,0.10994764397905758,0.5576923076923077,0.5285714285714286,0.275711159737418,0.2976190476190476,0.3714285714285714,0.1099476439790576,0.5576923076923077,0.5285714285714286,0.27571115973741794,0.367980634995053,Sagaing,Shwebo,0.23132166863818684,A1
MMR005005,56,60,2,81,67,347,0.24830266665027828,0.2931937172774869,0.576923076923077,0.9571428571428572,0.37964989059080967,0.48214285714285726,0.05714285714285714,0.2931937172774869,0.5769230769230769,0.9571428571428572,0.3796498905908096,0.5517273854835576,Sagaing,Khin-U,0.3188169551971124,A1
MMR005006,20,29,1,49,28,176,0.1156294286241967,0.10471204188481674,0.27884615384615385,0.4,0.1925601750547046,0.2916666666666667,0.02857142857142857,0.10471204188481675,0.27884615384615385,0.4,0.1925601750547046,0.2440295926964188,Sagaing,Wetlet,0.15183640037891,A2
MMR005007,13,25,1,39,25,96,0.0963570670389302,0.06806282722513088,0.2403846153846154,0.35714285714285715,0.1050328227571116,0.23214285714285715,0.02857142857142857,0.06806282722513089,0.2403846153846154,0.35714285714285715,0.1050328227571116,0.19265578062742875,Sagaing,Kanbalu,0.09207634226751396,A2
MMR005008,7,8,0,16,9,49,0.06837506194964024,0.03664921465968586,0.07692307692307694,0.1285714285714286,0.05361050328227572,0.09523809523809525,0,0.03664921465968586,0.07692307692307693,0.12857142857142856,0.05361050328227571,0.07393855585911677,Sagaing,Kyunhla,0.05844291866717362,C
MMR005009,24,42,0,50,27,266,0.18993547341556416,0.1256544502617801,0.40384615384615385,0.3857142857142858,0.2910284463894968,0.2976190476190476,0,0.1256544502617801,0.40384615384615385,0.3857142857142858,0.2910284463894967,0.3015608340529291,Sagaing,Ye-U,0.14105478770191193,A2
MMR005010,26,49,1,72,27,347,0.1775263466489167,0.13612565445026176,0.4711538461538462,0.3857142857142858,0.37964989059080967,0.42857142857142855,0.02857142857142857,0.13612565445026178,0.47115384615384615,0.3857142857142858,0.3796498905908096,0.34316091922730085,Sagaing,Tabayin,0.30423228699967503,A2
MMR005011,17,57,1,58,48,302,0.24995230898876497,0.08900523560209424,0.5480769230769231,0.6857142857142858,0.3304157549234136,0.3452380952380953,0.02857142857142857,0.08900523560209424,0.5480769230769231,0.6857142857142857,0.3304157549234136,0.4133030498291792,Sagaing,Taze,0.27134840554634115,A1
MMR005012,42,104,15,79,65,251,0.3231768982191175,0.21989528795811517,1,0.9285714285714286,0.2746170678336981,0.4702380952380953,0.4285714285714285,0.2198952879581152,1,0.9285714285714286,0.27461706783369805,0.6057709460908105,Sagaing,Monywa,0.4491456393528521,A1
MMR005013,17,36,0,19,19,151,0.08884963997724579,0.08900523560209424,0.34615384615384615,0.2714285714285714,0.1652078774617068,0.1130952380952381,0,0.08900523560209424,0.34615384615384615,0.2714285714285714,0.1652078774617068,0.21794888266155463,Sagaing,Budalin,0.091309929712035,A2
MMR005014,24,33,0,28,20,140,0.09240317495453368,0.1256544502617801,0.31730769230769235,0.2857142857142857,0.15317286652078774,0.16666666666666669,0,0.1256544502617801,0.3173076923076923,0.2857142857142857,0.15317286652078774,0.22046232370113647,Sagaing,Ayadaw,0.1349437904498207,A2
MMR005015,18,24,1,17,12,294,0.09569730332900718,0.09424083769633508,0.2307692307692308,0.17142857142857143,0.3216630196936543,0.1011904761904762,0.02857142857142857,0.09424083769633508,0.2307692307692308,0.17142857142857143,0.32166301969365424,0.2045254148969479,Sagaing,Chaung-U,0.09499665825414018,A2
MMR005016,87,76,5,83,45,556,0.3270714236572799,0.4554973821989528,0.730769230769231,0.6428571428571429,0.6083150984682714,0.4940476190476191,0.14285714285714285,0.45549738219895286,0.7307692307692307,0.6428571428571429,0.6083150984682714,0.6093597135733995,Sagaing,Yinmarbin,0.35264904944957803,A1
MMR005017,80,48,0,96,39,566,0.28351587409653684,0.41884816753926696,0.4615384615384616,0.5571428571428572,0.6192560175054704,0.5714285714285715,0,0.418848167539267,0.4615384615384616,0.5571428571428572,0.6192560175054704,0.514196375931514,Sagaing,Kani,0.41402168615969503,A1
MMR005018,10,22,0,10,13,130,0.06885651141293962,0.05235602094240837,0.2115384615384615,0.18571428571428572,0.1422319474835886,0.05952380952380953,0,0.05235602094240838,0.2115384615384615,0.18571428571428572,0.1422319474835886,0.14796017891968605,Sagaing,Salingyi,0.07643692635239269,A2
MMR005019,79,53,0,41,20,610,0.24040219535271237,0.4136125654450261,0.5096153846153847,0.2857142857142857,0.6673960612691465,0.24404761904761907,0,0.41361256544502617,0.5096153846153846,0.2857142857142857,0.6673960612691466,0.4690845742609608,Sagaing,Pale,0.3185781811688067,A1
MMR005020,56,34,0,41,3,533,0.1565249951850941,0.2931937172774869,0.3269230769230769,0.04285714285714286,0.5831509846827133,0.24404761904761907,0,0.2931937172774869,0.3269230769230769,0.04285714285714286,0.5831509846827133,0.311531230435105,Sagaing,Katha,0.18100745284833591,A1
MMR005021,12,13,2,4,2,96,0.04532865860582544,0.06282722513089005,0.12500000000000003,0.02857142857142856,0.1050328227571116,0.02380952380952381,0.05714285714285714,0.06282722513089005,0.125,0.02857142857142857,0.1050328227571116,0.08035786911485757,Sagaing,Indaw,0.03534677602057302,C
MMR005022,32,49,0,25,17,439,0.14580404727983662,0.1675392670157068,0.4711538461538462,0.24285714285714288,0.4803063457330417,0.14880952380952384,0,0.16753926701570682,0.47115384615384615,0.24285714285714283,0.4803063457330416,0.3404641504399344,Sagaing,Tigyaing,0.18190106845576132,A1
MMR005023,1,0,0,0,0,3,0.00109120929047594,0.00523560209424083,0,0,0.00328227571115974,0,0,0.00523560209424083,0,0,0.00328227571115973,0.00212946945135014,Sagaing,Banmauk,NA,C
MMR005024,15,18,3,21,10,244,0.09425896617657772,0.078534031413612565,0.1730769230769231,0.14285714285714285,0.2669584245076587,0.12500000000000003,0.08571428571428572,0.078534031413612565,0.17307692307692307,0.14285714285714285,0.26695842450765866,0.16535663046383428,Sagaing,Kawlin,0.1947363908409376,A2
MMR005025,2,3,0,1,2,20,0.01109038822719742,0.01047120418848166,0.02884615384615385,0.02857142857142856,0.02188183807439826,0.00595238095238096,0,0.01047120418848167,0.02884615384615384,0.02857142857142857,0.02188183807439825,0.02244265617011558,Sagaing,Wuntho,0.00911615600527812,C
MMR005026,18,6,1,13,6,128,0.09583182475470851,0.09424083769633508,0.0576923076923077,0.08571428571428572,0.1400437636761488,0.0773809523809524,0.02857142857142857,0.09424083769633508,0.05769230769230769,0.08571428571428572,0.1400437636761488,0.09442279869476931,Sagaing,Pinlebu,0.08020867923339095,A2
MMR005027,120,96,8,168,70,914,0.5317735668939273,0.6282722513089005,0.9230769230769232,1,1,1,0.22857142857142856,0.6282722513089005,0.9230769230769232,1,1,0.8878372935964559,Sagaing,Kale,0.6108640843380558,A1
MMR005028,2,2,0,5,0,30,0.00909317198856337,0.01047120418848166,0.01923076923076923,0,0.03282275711159738,0.02976190476190477,0,0.01047120418848167,0.01923076923076923,0,0.03282275711159737,0.01563118263271207,Sagaing,Kalewa,0.02208533919153952,D
MMR005029,66,24,0,58,37,540,0.28101399448268766,0.34554973821989526,0.2307692307692308,0.5285714285714286,0.5908096280087527,0.3452380952380953,0,0.34554973821989526,0.2307692307692308,0.5285714285714286,0.5908096280087527,0.4239250063923268,Sagaing,Mingin,0.26515448289092003,A1
MMR005030,30,8,2,12,11,200,0.08200918378679437,0.15706806282722513,0.07692307692307694,0.15714285714285714,0.21881838074398255,0.07142857142857144,0.05714285714285714,0.15706806282722513,0.07692307692307693,0.15714285714285714,0.2188183807439825,0.15248809440928543,Sagaing,Tamu,0.11955712852827154,A2
MMR005031,2,3,0,0,1,17,0.00685455495684513,0.01047120418848166,0.02884615384615385,0.01428571428571428,0.01859956236323852,0,0,0.01047120418848167,0.02884615384615384,0.01428571428571428,0.01859956236323851,0.01805065867089708,Sagaing,Mawlaik,0.0016082352688958,C
MMR005032,3,1,0,8,0,38,0.01152597009173546,0.0157068062827225,0.00961538461538461,0,0.04157549234135668,0.04761904761904762,0,0.01570680628272251,0.00961538461538461,0,0.04157549234135667,0.01672442080986595,Sagaing,Paungbyin,0.00119772018997599,D
MMR005033,5,3,2,9,1,10,0.02292419764295795,0.02617801047120418,0.02884615384615385,0.01428571428571428,0.01094091903719913,0.05357142857142857,0.05714285714285714,0.02617801047120419,0.02884615384615384,0.01428571428571428,0.01094091903719912,0.02006269941006786,Sagaing,Hkamti,0.03182944742747642,C
MMR005034,11,7,2,7,9,24,0.03955458448206115,0.05759162303664921,0.06730769230769232,0.1285714285714286,0.02625820568927791,0.04166666666666667,0.05714285714285714,0.05759162303664921,0.0673076923076923,0.12857142857142856,0.0262582056892779,0.06993223740126199,Sagaing,Homalin,0.0652842111429552,C
MMR005035,0,1,0,0,0,0,6.774249454037838e-4,0,0.00961538461538461,0,0,0,0,0,0.00961538461538461,0,0,0.00240384615384615,Sagaing,Lay Shi,NA,D
MMR005037,1,0,0,0,0,6,0.00151073961557671,0.00523560209424083,0,0,0.00656455142231948,0,0,0.00523560209424083,0,0,0.00656455142231947,0.00295003837914007,Sagaing,Nanyun,0.00371428876421522,D
MMR006001,29,14,18,51,29,124,0.20546101972521516,0.1518324607329843,0.13461538461538464,0.41428571428571426,0.13566739606126918,0.3035714285714286,0.5142857142857142,0.1518324607329843,0.1346153846153846,0.4142857142857143,0.13566739606126915,0.20910023892383808,Tanintharyi,Dawei,0.2405108966767509,A2
MMR006002,17,4,2,35,28,43,0.0774575998985953,0.08900523560209424,0.03846153846153847,0.4,0.04704595185995624,0.20833333333333337,0.05714285714285714,0.08900523560209424,0.03846153846153846,0.4,0.04704595185995623,0.14362818148089723,Tanintharyi,Launglon,0.10514862958759633,C
MMR006003,17,3,0,14,14,60,0.04370914296159058,0.08900523560209424,0.02884615384615385,0.2,0.06564551422319477,0.08333333333333334,0,0.08900523560209424,0.02884615384615384,0.2,0.06564551422319474,0.09587422591786073,Tanintharyi,Thayetchaung,0.0599174150558596,C
MMR006004,10,16,2,20,11,32,0.05402076330247435,0.05235602094240837,0.15384615384615388,0.15714285714285714,0.03501094091903721,0.11904761904761904,0.05714285714285714,0.05235602094240838,0.15384615384615383,0.15714285714285714,0.0350109409190372,0.09958899321261414,Tanintharyi,Yebyu,0.06348381038453674,C
MMR006005,7,6,7,22,11,55,0.07701304106054885,0.03664921465968586,0.0576923076923077,0.15714285714285714,0.0601750547045952,0.13095238095238096,0.2,0.03664921465968586,0.05769230769230769,0.15714285714285714,0.06017505470459518,0.07791485854986147,Tanintharyi,Myeik,0.08941572553437045,C
MMR006006,2,0,0,2,1,2,0.00360449286152902,0.01047120418848166,0,0.01428571428571428,0.00218818380743983,0.0119047619047619,0,0.01047120418848167,0,0.01428571428571428,0.00218818380743982,0.00673627557040894,Tanintharyi,Kyunsu,0.00488093553565802,D
MMR006007,29,16,0,23,18,118,0.07926135157264029,0.1518324607329843,0.15384615384615388,0.2571428571428572,0.1291028446389497,0.13690476190476192,0,0.1518324607329843,0.15384615384615383,0.2571428571428571,0.1291028446389497,0.17298107909023624,Tanintharyi,Palaw,0.08269480799721265,A2
MMR006008,27,4,0,13,9,52,0.04632873634693125,0.1413612565445026,0.03846153846153847,0.1285714285714286,0.05689277899343546,0.0773809523809524,0,0.14136125654450263,0.03846153846153846,0.12857142857142856,0.05689277899343545,0.09132175064272628,Tanintharyi,Tanintharyi,0.0316187967608238,C
MMR006009,1,0,4,8,2,10,0.02994097867611855,0.00523560209424083,0,0.02857142857142856,0.01094091903719913,0.04761904761904762,0.11428571428571428,0.00523560209424083,0,0.02857142857142857,0.01094091903719912,0.01118698742571713,Tanintharyi,Kawthoung,0.04348640098100072,C
MMR006010,3,0,0,1,0,3,0.00287449940442585,0.0157068062827225,0,0,0.00328227571115974,0.00595238095238096,0,0.01570680628272251,0,0,0.00328227571115973,0.00474727049847056,Tanintharyi,Bokpyin,NA,C
MMR007001,0,20,11,26,15,122,0.11947905205539353,0,0.19230769230769235,0.21428571428571427,0.13347921225382936,0.1547619047619048,0.3142857142857143,0,0.19230769230769232,0.21428571428571427,0.13347921225382933,0.13501815471180895,Bago-East,Bago,0.20092025597253135,A2
MMR007003,2,5,0,3,1,2,0.00743154977174749,0.01047120418848166,0.04807692307692308,0.01428571428571428,0.00218818380743983,0.01785714285714286,0,0.01047120418848167,0.04807692307692308,0.01428571428571428,0.00218818380743982,0.01875550633963971,Bago-East,Kawa,0.01168328829820864,C
MMR007004,0,6,0,3,4,6,0.01062974159613914,0,0.0576923076923077,0.05714285714285713,0.00656455142231948,0.01785714285714286,0,0,0.05769230769230769,0.05714285714285714,0.00656455142231947,0.03034992906437108,Bago-East,Waw,0.01661317521766831,C
MMR007005,5,10,2,6,2,16,0.02828702004236639,0.02617801047120418,0.09615384615384616,0.02857142857142856,0.0175054704595186,0.03571428571428572,0.05714285714285714,0.02617801047120419,0.09615384615384616,0.02857142857142857,0.0175054704595186,0.04210218891399937,Bago-East,Nyaunglebin,0.04813753977681366,C
MMR007006,0,2,3,6,3,5,0.02460959159108305,0,0.01923076923076923,0.04285714285714286,0.00547045951859957,0.03571428571428572,0.08571428571428572,0,0.01923076923076923,0.04285714285714286,0.00547045951859956,0.01688959290162791,Bago-East,Kyauktaga,0.03829138494264156,C
MMR007007,0,5,1,5,2,5,0.01402623033002264,0,0.04807692307692308,0.02857142857142856,0.00547045951859957,0.02976190476190477,0.02857142857142857,0,0.04807692307692308,0.02857142857142857,0.00547045951859956,0.0205297027917378,Bago-East,Daik-U,0.01825556443137159,C
MMR007008,0,1,0,3,1,11,0.00463708303468432,0,0.00961538461538461,0.01428571428571428,0.01203501094091904,0.01785714285714286,0,0,0.00961538461538461,0.01428571428571428,0.01203501094091903,0.00898402746050448,Bago-East,Shwegyin,0.00926492439546536,C
MMR007009,7,7,3,9,4,15,0.03693656950899696,0.03664921465968586,0.06730769230769232,0.05714285714285713,0.01641137855579869,0.05357142857142857,0.08571428571428572,0.03664921465968586,0.0673076923076923,0.05714285714285714,0.01641137855579868,0.0443777856665085,Bago-East,Taungoo,0.05024362026626448,C
MMR007010,2,1,0,3,6,16,0.01218757657883127,0.01047120418848166,0.00961538461538461,0.08571428571428572,0.0175054704595186,0.01785714285714286,0,0.01047120418848167,0.00961538461538461,0.08571428571428572,0.0175054704595186,0.03082658624441765,Bago-East,Yedashe,0.01459499451653298,C
MMR007011,14,8,0,6,3,54,0.03342130866360345,0.07329842931937172,0.07692307692307694,0.04285714285714286,0.05908096280087528,0.03571428571428572,0,0.07329842931937172,0.07692307692307693,0.04285714285714286,0.05908096280087528,0.06303990297511669,Bago-East,Kyaukkyi,0.06048777313828801,C
MMR007012,2,5,2,4,2,8,0.02088624651922079,0.01047120418848166,0.04807692307692308,0.02857142857142856,0.0087527352297593,0.02380952380952381,0.05714285714285714,0.01047120418848167,0.04807692307692308,0.02857142857142857,0.0087527352297593,0.02396807276664815,Bago-East,Phyu,0.0349462909150724,C
MMR007013,0,0,0,1,1,1,0.00168135930587886,0,0,0.01428571428571428,0.00109409190371991,0.00595238095238096,0,0,0,0.01428571428571428,0.00109409190371991,0.00384495154735854,Bago-East,Oktwin,0.00405262703264943,C
MMR007014,5,2,0,2,4,17,0.01260598000769137,0.02617801047120418,0.01923076923076923,0.05714285714285713,0.01859956236323852,0.0119047619047619,0,0.02617801047120419,0.01923076923076923,0.05714285714285714,0.01859956236323851,0.03028779980201727,Bago-East,Htantabin,0.0215358957396617,C
MMR008001,1,20,4,34,12,27,0.0683208896660775,0.00523560209424083,0.19230769230769235,0.17142857142857143,0.02954048140043764,0.2023809523809524,0.11428571428571428,0.00523560209424083,0.19230769230769232,0.17142857142857143,0.02954048140043764,0.09962808680773556,Bago-West,Pyay,0.11382699676765004,C
MMR008002,0,0,0,1,0,0,4.399321831995495e-4,0,0,0,0,0.00595238095238096,0,0,0,0,0,0,Bago-West,Paukkhaung,0.00119772018997599,C
MMR008003,0,5,0,9,0,0,0.00734651437581486,0,0.04807692307692308,0,0,0.05357142857142857,0,0,0.04807692307692308,0,0,0.01201923076923077,Bago-West,Padaung,0.01882065805426299,C
MMR008004,5,13,0,11,10,21,0.03095672221781613,0.02617801047120418,0.12500000000000003,0.14285714285714285,0.02297592997811816,0.0654761904761905,0,0.02617801047120419,0.125,0.14285714285714285,0.02297592997811816,0.0792527708266163,Bago-West,Paungde,0.04466920323271433,C
MMR008005,1,2,0,7,3,11,0.0099490830402196,0.00523560209424083,0.01923076923076923,0.04285714285714286,0.01203501094091904,0.04166666666666667,0,0.00523560209424083,0.01923076923076923,0.04285714285714286,0.01203501094091903,0.01983963128076799,Bago-West,Thegon,0.01436593358122327,C
MMR008006,1,1,0,3,2,2,0.00515175470573624,0.00523560209424083,0.00961538461538461,0.02857142857142856,0.00218818380743983,0.01785714285714286,0,0.00523560209424083,0.00961538461538461,0.02857142857142857,0.00218818380743982,0.01140264977212346,Bago-West,Shwedaung,0.00446314211156924,C
MMR008007,0,5,0,15,0,0,0.00998610747501215,0,0.04807692307692308,0,0,0.0892857142857143,0,0,0.04807692307692308,0,0,0.01201923076923077,Bago-West,Thayarwady,0.01799962789642337,C
MMR008008,0,1,0,4,1,1,0.0036785808008813,0,0.00961538461538461,0.01428571428571428,0.00109409190371991,0.02380952380952381,0,0,0.00961538461538461,0.01428571428571428,0.00109409190371991,0.0062487977012047,Bago-West,Letpadan,0.00805630268149723,C
MMR008009,2,2,0,5,0,6,0.0057369293877572,0.01047120418848166,0.01923076923076923,0,0.00656455142231948,0.02976190476190477,0,0.01047120418848167,0.01923076923076923,0,0.00656455142231947,0.00906663121039259,Bago-West,Minhla,0.00680963110771959,C
MMR008010,1,2,1,3,1,1,0.01012481264500728,0.00523560209424083,0.01923076923076923,0.01428571428571428,0.00109409190371991,0.01785714285714286,0.02857142857142857,0.00523560209424083,0.01923076923076923,0.01428571428571428,0.00109409190371991,0.00996154437861106,Bago-West,Okpho,0.01294318231938244,C
MMR008011,0,3,0,1,0,2,0.00275189390281141,0,0.02884615384615385,0,0.00218818380743983,0.00595238095238096,0,0,0.02884615384615384,0,0.00218818380743982,0.00775858441339841,Bago-West,Zigon,0.00395529391172643,C
MMR008012,9,6,0,7,9,47,0.02967608053191977,0.047120418848167533,0.0576923076923077,0.1285714285714286,0.05142231947483589,0.04166666666666667,0,0.04712041884816754,0.05769230769230769,0.12857142857142856,0.05142231947483589,0.07120161864668492,Bago-West,Nattalin,0.02108645925035944,C
MMR008013,1,1,1,3,1,2,0.00958723114130375,0.00523560209424083,0.00961538461538461,0.01428571428571428,0.00218818380743983,0.01785714285714286,0.02857142857142857,0.00523560209424083,0.00961538461538461,0.01428571428571428,0.00218818380743982,0.00783122120069489,Bago-West,Monyo,0.01342301063283493,C
MMR008014,3,5,1,2,3,10,0.01652227156602988,0.0157068062827225,0.04807692307692308,0.04285714285714286,0.01094091903719913,0.0119047619047619,0.02857142857142857,0.01570680628272251,0.04807692307692308,0.04285714285714286,0.01094091903719912,0.02939544781349689,Bago-West,Gyobingauk,0.02172318203779629,C
MMR009001,3,21,9,33,12,29,0.09786672782516546,0.0157068062827225,0.20192307692307693,0.17142857142857143,0.03172866520787747,0.19642857142857145,0.2571428571428571,0.01570680628272251,0.20192307692307693,0.17142857142857143,0.03172866520787746,0.10519677996056208,Magway,Magway,0.15974018963908382,C
MMR009002,0,4,1,6,2,2,0.01336920724271764,0,0.03846153846153847,0.02857142857142856,0.00218818380743983,0.03571428571428572,0.02857142857142857,0,0.03846153846153846,0.02857142857142857,0.00218818380743982,0.01730528771010171,Magway,Yenangyaung,0.02552409235513235,C
MMR009003,0,2,1,5,3,2,0.01267600884968959,0,0.01923076923076923,0.04285714285714286,0.00218818380743983,0.02976190476190477,0.02857142857142857,0,0.01923076923076923,0.04285714285714286,0.00218818380743982,0.01606902397383797,Magway,Chauk,0.01991218143738875,C
MMR009004,3,16,3,47,30,23,0.0864057385710824,0.0157068062827225,0.15384615384615388,0.42857142857142855,0.02516411378555799,0.2797619047619048,0.08571428571428572,0.01570680628272251,0.15384615384615383,0.42857142857142855,0.02516411378555799,0.15582212562146572,Magway,Taungdwingyi,0.17678362408489304,C
MMR009005,1,7,0,8,11,7,0.02202943563146954,0.00523560209424083,0.06730769230769232,0.15714285714285714,0.00765864332603939,0.04761904761904762,0,0.00523560209424083,0.0673076923076923,0.15714285714285714,0.00765864332603938,0.05933619871770741,Magway,Myothit,0.04697210495144968,D
MMR009006,4,6,0,16,12,11,0.03224041028839268,0.02094240837696334,0.0576923076923077,0.17142857142857143,0.01203501094091904,0.09523809523809525,0,0.02094240837696335,0.05769230769230769,0.17142857142857143,0.01203501094091903,0.06552457460969037,Magway,Natmauk,0.05094195555351406,D
MMR009007,1,8,1,12,0,1,0.01784649523187072,0.00523560209424083,0.07692307692307694,0,0.00109409190371991,0.07142857142857144,0.02857142857142857,0.00523560209424083,0.07692307692307693,0,0.00109409190371991,0.02081319273025942,Magway,Minbu,0.02209930242325239,C
MMR009008,2,21,3,20,7,14,0.05064799974851755,0.01047120418848166,0.20192307692307693,0.1,0.01531728665207878,0.11904761904761904,0.08571428571428572,0.01047120418848167,0.20192307692307693,0.1,0.01531728665207877,0.08192789194090935,Magway,Pwintbyu,0.08561911983614248,C
MMR009009,2,7,2,5,1,28,0.02437631374625398,0.01047120418848166,0.06730769230769232,0.01428571428571428,0.03063457330415755,0.02976190476190477,0.05714285714285714,0.01047120418848167,0.0673076923076923,0.01428571428571428,0.03063457330415754,0.03067479602151145,Magway,Ngape,0.01846868863432656,C
MMR009010,1,7,1,8,6,24,0.02443591585202517,0.00523560209424083,0.06730769230769232,0.08571428571428572,0.02625820568927791,0.04761904761904762,0.02857142857142857,0.00523560209424083,0.0673076923076923,0.08571428571428572,0.0262582056892779,0.04612894645137419,Magway,Salin,0.03798991989736465,C
MMR009011,3,2,0,6,1,13,0.00892902830921279,0.0157068062827225,0.01923076923076923,0.01428571428571428,0.01422319474835887,0.03571428571428572,0,0.01570680628272251,0.01923076923076923,0.01428571428571428,0.01422319474835886,0.01586162113689122,Magway,Sidoktaya,0.00488093553565802,C
MMR009012,2,3,0,4,2,5,0.00803774607021931,0.01047120418848166,0.02884615384615385,0.02857142857142856,0.00547045951859957,0.02380952380952381,0,0.01047120418848167,0.02884615384615384,0.02857142857142857,0.00547045951859956,0.01833981153116591,Magway,Thayet,0.01694377744195597,C
MMR009013,0,3,0,7,0,0,0.00511180011860819,0,0.02884615384615385,0,0,0.04166666666666667,0,0,0.02884615384615384,0,0,0.00721153846153846,Magway,Minhla,0.01160051186762358,C
MMR009014,2,5,0,6,0,14,0.00932788394077016,0.01047120418848166,0.04807692307692308,0,0.01531728665207878,0.03571428571428572,0,0.01047120418848167,0.04807692307692308,0,0.01531728665207877,0.01846635347937088,Magway,Mindon,0.00359316056992799,C
MMR009015,2,10,0,14,1,2,0.01565792851396145,0.01047120418848166,0.09615384615384616,0.01428571428571428,0.00218818380743983,0.08333333333333334,0,0.01047120418848167,0.09615384615384616,0.01428571428571428,0.00218818380743982,0.03077473710887048,Magway,Kamma,0.01277787020686854,C
MMR009016,1,1,1,7,4,4,0.01493139780043965,0.00523560209424083,0.00961538461538461,0.05714285714285713,0.00437636761487965,0.04166666666666667,0.02857142857142857,0.00523560209424083,0.00961538461538461,0.05714285714285714,0.00437636761487965,0.01909255286684056,Magway,Aunglan,0.02661924391047253,C
MMR009017,1,0,0,0,2,9,0.00413343730263561,0.00523560209424083,0,0.02857142857142856,0.00984682713347922,0,0,0.00523560209424083,0,0.02857142857142857,0.00984682713347921,0.01091346444978715,Magway,Sinbaungwe,0.00570981368534688,C
MMR009018,21,46,9,34,35,167,0.1719673246373667,0.10994764397905758,0.4423076923076924,0.5000000000000001,0.1827133479212254,0.2023809523809524,0.2571428571428571,0.1099476439790576,0.4423076923076923,0.5,0.18271334792122537,0.3087421710519938,Magway,Pakokku,0.14593524846700845,A2
MMR009019,47,94,2,104,33,233,0.22100970691490415,0.24607329842931933,0.903846153846154,0.4714285714285715,0.2549234135667397,0.6190476190476192,0.05714285714285714,0.24607329842931935,0.903846153846154,0.4714285714285714,0.2549234135667396,0.46906785931769607,Magway,Yesagyo,0.26995692299446256,A2
MMR009020,38,58,2,55,25,318,0.17209464431190277,0.19895287958115185,0.5576923076923077,0.35714285714285715,0.3479212253829322,0.3273809523809524,0.05714285714285714,0.19895287958115185,0.5576923076923077,0.35714285714285715,0.3479212253829322,0.3654273174498122,Magway,Myaing,0.19205110859803867,A2
MMR009021,45,37,0,91,36,438,0.2042000297989655,0.23560209424083764,0.3557692307692308,0.5142857142857143,0.47921225382932175,0.5416666666666667,0,0.2356020942408377,0.3557692307692308,0.5142857142857142,0.4792122538293216,0.3962173232812761,Magway,Pauk,0.24340516487865616,A1
MMR009022,1,4,0,4,6,14,0.01370841774946648,0.00523560209424083,0.03846153846153847,0.08571428571428572,0.01531728665207878,0.02380952380952381,0,0.00523560209424083,0.03846153846153846,0.08571428571428572,0.01531728665207877,0.03618217823053595,Magway,Seikphyu,0.01472558303755912,C
MMR009023,60,47,4,77,28,620,0.3501467986293922,0.31413612565445026,0.45192307692307704,0.4,0.6783369803063457,0.4583333333333333,0.11428571428571428,0.31413612565445026,0.4519230769230769,0.4,0.6783369803063457,0.4610990457209682,Magway,Gangaw,0.4305544328906761,A1
MMR009024,32,8,1,14,5,197,0.0716663135564221,0.1675392670157068,0.07692307692307694,0.07142857142857142,0.2155361050328228,0.08333333333333334,0.02857142857142857,0.16753926701570682,0.07692307692307693,0.07142857142857142,0.21553610503282275,0.1328567551000445,Magway,Tilin,0.0762742980005223,A2
MMR009025,55,22,0,36,7,339,0.13269973826385772,0.28795811518324604,0.2115384615384615,0.1,0.3708971553610504,0.2142857142857143,0,0.2879581151832461,0.2115384615384615,0.1,0.37089715536105033,0.2425984330206895,Magway,Saw,0.15437215808422353,A2
MMR010001,7,25,6,12,13,15,0.07655716276862654,0.03664921465968586,0.2403846153846154,0.18571428571428572,0.01641137855579869,0.07142857142857144,0.17142857142857143,0.03664921465968586,0.2403846153846154,0.18571428571428572,0.01641137855579868,0.1197898735785964,Mandalay,Aungmyaythazan,0.07950148669237887,B
MMR010002,4,53,35,62,35,91,0.31094431943439393,0.02094240837696334,0.5096153846153847,0.5000000000000001,0.09956236323851204,0.3690476190476191,1,0.02094240837696335,0.5096153846153846,0.5,0.09956236323851204,0.282530039057715,Mandalay,Chanayethazan,0.4332886792371201,B
MMR010003,9,43,12,35,36,51,0.16380575919324172,0.047120418848167533,0.4134615384615385,0.5142857142857143,0.05579868708971555,0.20833333333333337,0.3428571428571428,0.04712041884816754,0.4134615384615384,0.5142857142857142,0.05579868708971553,0.2576665896712839,Mandalay,Mahaaungmyay,0.21963015264402871,B
